BEVOEGD_GEZAGNUMMER,JAAR,key,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Solvabiliteit I(%),Solvabiliteit II(%),Rentabiliteit(%),Liquiditeit (current ratio)(%),Liquiditeit (quick ratio)(%),Weerstandsvermogen exclusief materiÔle vaste activa(%),Weerstandsvermogen(%),Personeelslasten / rijksbijdragen(%),Personeelslasten / totaal baten plus financiÔle baten(%),Personeelslasten / totaal lasten plus financiÔle lasten(%),Voorzieningen / totaal baten plus financiÔle baten(%),Rijksbijdragen / totaal baten plus financiÔle baten(%),Overige overheidsbijdragen en -subsidies / totaal baten plus financiÔle baten(%),Huisvestingsratio(%),Kapitalisatiefactor(%),Algemene reserve / totaal baten plus financiÔle baten,Investeringen inventaris en apparatuur / totaal baten plus financiÔle baten(%),Netto werkkapitaal(%),Aantal instellingen,Variatie in LB
10925,2012,10925-2012,Gemeente Westerwolde,9551,0,650,2,782.6,1.2,0,0,0,0,0,0,0,0,,61.6,8.2,47.1,0,6.3,0,13.8,,37.5,9.6,0,0,0,0,79.7,20.3,0,0,0,0,,,,,,,46.37,138763.06,2992.61,0.49,0.51,0.07,0.5,0.5,0.09,0.15,1.03,0.78,0.83,0.01,0.76,0.21,0.05,0.3,0,0.01,-0.07,6,1.666133248
10925,2013,10925-2013,Gemeente Westerwolde,9551,0,644,2,782.6,1.2,0,0,0,0,0,0,0,0,,64.2,7.1,50.5,0,6.6,0,12.8,,37,13.5,0,0,0,0,73.3,26.7,0,0,0,0,,,,,,,50.51,153012.11,3029.58,0.48,0.5,-0.02,0.52,0.52,0.07,0.14,0.99,0.84,0.82,0.01,0.85,0.12,0.05,0.29,0,0,-0.07,6,1.482790163
10925,2014,10925-2014,Gemeente Westerwolde,9551,0,659,2,837.8,1.3,0,0,0,0,0,0,0,0,,63.8,7.1,49.3,0,7.5,0,13.4,,36.6,12.7,0,0,0,0,74.2,25.8,0,0,0,0,58,40,2,0,0,0,49.26,152046.75,3086.31,0.36,0.37,0.02,0.8,0.8,0.11,0.15,1,0.82,0.84,0.01,0.82,0.03,0.05,0.41,0,0,-0.05,6,1.509966887
10925,2015,10925-2015,Gemeente Westerwolde,9551,0,591,2,656.1,1.1,0,0,0,0,0,0,0,0,,67.5,7.2,51.4,0,8.9,0,11.5,,40.7,10.7,0,0,0,0,79.2,20.8,0,0,0,0,,,,,,,51.44,159161.35,3093.9,0.35,0.36,0.02,0.85,0.85,0.12,0.16,1,0.84,0.86,0.01,0.84,0.02,0.03,0.47,0.16,0.02,-0.05,6,1.998416039
10925,2016,10925-2016,Gemeente Westerwolde,9551,0,660,2,791.1,1.2,0,0,0,0,0,0,0,0,,75.8,7.6,52.6,0,15.6,0,12.5,,42.9,9.7,0,0,0,0,81.5,18.5,0,0,0,0,,,,,,,52.59,169050.36,3214.41,0.26,0.27,0,0.85,0.85,0.08,0.14,1.06,0.86,0.85,0.01,0.81,0.17,0.04,0.54,0.14,0.03,-0.06,6,1.898859307
10928,2012,10928-2012,Gemeente Vlieland,8899,1,98,1,98,1,0,0,0,0,0,0,0,0,,7.8,1,6.3,0,0.5,0,15.7,,5.3,1,0,0,0,0,84,16,0,0,0,0,,,,,,,2.62,7471.48,2856.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,3.111269837
10928,2013,10928-2013,Gemeente Vlieland,8899,1,94,1,94,1,0,0,0,0,0,0,0,0,,8.2,1,6.3,0,0.9,0,15,,5.3,1,0,0,0,0,84,16,0,0,0,0,,,,,,,6.26,19913.91,3182.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,3.111269837
10928,2014,10928-2014,Gemeente Vlieland,8899,1,85,1,85,1,0,0,0,0,0,0,0,0,,7.2,1,5.6,0,0.6,0,15.1,,4.6,1,0,0,0,0,82.2,17.8,0,0,0,0,58,40,2,0,0,0,5.63,18228.85,3237,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1.767766953
10928,2015,10928-2015,Gemeente Vlieland,8899,1,78,1,78,1,0,0,0,0,0,0,0,0,,7.3,1,5.6,0,0.6,0,13.9,,2.8,2.9,0,0,0,0,49.3,50.7,0,0,0,0,,,,,,,5.63,18704.08,3321.39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1.13137085
10928,2016,10928-2016,Gemeente Vlieland,8899,1,69,1,69,1,0,0,0,0,0,0,0,0,,5.9,0,5.4,0,0.5,0,12.8,,2.6,2.9,0,0,0,0,47.2,52.8,0,0,0,0,,,,,,,5.41,18403.61,3404.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0.636396103
11711,2012,11711-2012,Gemeente Noordenveld,9301,0,2131,2,2194,1,0,0,0,0,0,0,0,0,,139.6,12.4,121.2,0,6,0,17.6,,96.8,24.4,0,0,0,0,79.9,20.1,0,0,0,0,,,,,,,121.18,380627.08,3141.04,0.69,0.71,0.01,0.39,0.39,0.21,0.37,0.91,0.83,0.83,0.01,0.92,0.07,0.06,0.54,0.37,0.02,-0.1,11,3.033250082
11711,2013,11711-2013,Gemeente Noordenveld,9301,0,2075,2,2140.1,1,0,0,0,0,0,0,0,0,,135.3,11.8,116.8,0,6.6,0,17.8,,84.6,32.3,0,0,0,0,72.4,27.6,0,0,0,0,,,,,,,116.85,371201.99,3176.8,0.76,0.79,0.03,0.49,0.49,0.25,0.39,0.9,0.82,0.84,0.01,0.91,0.07,0.06,0.52,0.38,0.01,-0.06,11,3.157518684
11711,2014,11711-2014,Gemeente Noordenveld,9301,0,2001,2,2073,1,0,0,0,0,0,0,0,0,,129.3,9.5,113.3,0,6.4,0,17.7,,78.6,34.8,0,0,0,0,69.3,30.7,0,0,0,0,58,40,2,0,0,0,113.35,366262.57,3231.27,0.68,0.7,-0.04,0.42,0.42,0.23,0.38,0.94,0.87,0.83,0.01,0.92,0.01,0.07,0.56,0.37,0.01,-0.1,11,3.110234815
11711,2015,11711-2015,Gemeente Noordenveld,9301,0,1944,2,2026.2,1,0,0,0,0,0,0,0,0,,127.4,9.5,111.8,0,6.1,0,17.4,,79.8,32,0,0,0,0,71.4,28.6,0,0,0,0,,,,,,,111.77,364173.65,3258.17,0.68,0.71,-0.01,0.39,0.39,0.22,0.36,0.89,0.85,0.84,0.01,0.96,0.02,0.05,0.53,0.36,0.01,-0.09,11,2.969988777
11711,2016,11711-2016,Gemeente Noordenveld,9301,0,1886,2,1967.6,1,0,0,0,0,0,0,0,0,,125.5,10.1,109.2,0,6.3,0,17.3,,76,33.1,0,0,0,0,69.7,30.3,0,0,0,0,,,,,,,109.17,371512.46,3403.16,0.67,0.69,0,0.4,0.4,0.22,0.35,0.88,0.83,0.83,0.01,0.95,0.02,0.06,0.53,0.34,0.02,-0.1,11,3.042078635
13622,2012,13622-2012,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4899,3,5199.3,1.1,0,0,0,0,0,0,0,0,,302.3,25.3,255.9,0.5,20.6,0,19.1,,200.5,55.5,0,0,0,0,78.3,21.7,0,0,0,0,,,,,,,255.94,770800.96,3011.63,0.51,0.59,0,1.85,1.85,0.09,0.16,0.89,0.82,0.82,0.02,0.92,0,0.07,0.3,0.04,0.02,0.11,19,2.271888243
13622,2013,13622-2013,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4812,3,5094.6,1.1,0,0,0,0,0,0,0,0,,294.6,25,251.6,0,18.1,0,19.1,,189.5,62.1,0,0,0,0,75.3,24.7,0,0,0,0,,,,,,,251.6,767499.63,3050.42,0.62,0.68,0.05,2.38,2.38,0.14,0.2,0.85,0.78,0.82,0.02,0.92,0,0.07,0.32,0.13,0.02,0.14,19,2.494304038
13622,2014,13622-2014,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4713,3,4980,1.1,0,0,0,0,0,0,0,0,,285.5,25.5,242.4,0,17.7,0,19.4,,178.4,64,0,0,0,0,73.6,26.4,0,0,0,0,58,40,2,0,0,0,242.43,749555.29,3091.89,0.62,0.69,-0.01,2.34,2.34,0.12,0.2,0.87,0.83,0.82,0.02,0.96,0,0.07,0.32,0.14,0.02,0.14,19,2.796666248
13622,2015,13622-2015,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4609,3,4858.3,1.1,0,0,0,0,0,0,0,0,,280.3,22.5,240.9,0,16.9,0,19.1,,172.4,68.5,0,0,0,0,71.6,28.4,0,0,0,0,,,,,,,240.89,759604.69,3153.38,0.62,0.67,0.01,2.24,2.24,0.12,0.2,0.85,0.81,0.82,0.02,0.96,0,0.08,0.33,0,0.02,0.13,19,2.669097028
13622,2016,13622-2016,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4435,3,4672.3,1.1,0,0,0,0,0,0,0,0,,268.3,20.9,230.8,0,16.6,0,19.2,,164.4,66.4,0,0,0,0,71.2,28.8,0,0,0,0,,,,,,,230.79,755928.18,3275.38,0.65,0.7,0.01,2.38,2.38,0.13,0.22,0.84,0.81,0.82,0.02,0.97,0,0.08,0.33,0,0.02,0.14,19,2.647362143
13662,2012,13662-2012,Stichting Openbaar Onderwijs Present,1613,0,1969,2,2083.9,1.1,0,0,0,0,0,0,0,0,,121.3,9.8,105.4,0,6.1,0,18.7,,83.6,20.8,1,0,0,0,79.3,19.7,0.9,0,0,0,,,,,,,105.44,330189.39,3131.67,0.74,0.86,0,5.71,5.71,0.38,0.5,0.84,0.82,0.82,0.08,0.98,0,0.09,0.68,0.44,0.01,0.45,9,1.448658383
13662,2013,13662-2013,Stichting Openbaar Onderwijs Present,1613,0,1896,2,2015.4,1.1,0,0,0,0,0,0,0,0,,115.6,8.8,100.6,0,6.2,0,18.9,,78.6,21,1,0,0,0,78.1,20.9,1,0,0,0,,,,,,,100.58,317526.02,3157.04,0.72,0.86,0.02,5.84,5.84,0.4,0.51,0.83,0.8,0.82,0.09,0.97,0,0.09,0.71,0.45,0.02,0.48,9,1.468843082
13662,2014,13662-2014,Stichting Openbaar Onderwijs Present,1613,0,1806,2,1908.6,1.1,0,0,0,0,0,0,0,0,,112.2,9,96.9,0,6.2,0,18.6,,77.4,18.5,1,0,0,0,79.9,19.1,1,0,0,0,58,40,2,0,0,0,96.94,310960.84,3207.78,0.67,0.85,-0.05,5.44,5.44,0.38,0.5,0.89,0.87,0.83,0.13,0.98,0,0.09,0.73,0.44,0.02,0.49,9,1.347219359
13662,2015,13662-2015,Stichting Openbaar Onderwijs Present,1613,0,1759,2,1863.7,1.1,0,0,0,0,0,0,0,0,,120.6,8.1,106.2,0,6.3,0,16.6,,84.2,21.1,1,0,0,0,79.2,19.8,0.9,0,0,0,,,,,,,106.22,341275.08,3212.92,0.66,0.86,-0.02,5.93,5.93,0.37,0.47,0.86,0.84,0.82,0.14,0.98,0,0.08,0.71,0.42,0,0.49,9,1.150120767
13662,2016,13662-2016,Stichting Openbaar Onderwijs Present,1613,0,1710,2,1811.4,1.1,0,0,0,0,0,0,0,0,,112.1,9.6,96.4,0,6.1,0,17.7,,77.5,17.9,1,0,0,0,80.4,18.6,1,0,0,0,,,,,,,96.36,324370.18,3366.17,0.66,0.87,-0.03,6.39,6.39,0.36,0.45,0.86,0.84,0.81,0.14,0.98,0.01,0.09,0.68,0.41,0,0.49,9,1.121878385
13674,2012,13674-2012,Stichting Openbaar Onderwijs Groep,5461,0,3036,3,3240.3,1.1,0,0,0,0,0,0,0,0,,190.3,15.4,162.8,0,12.1,0,18.7,,133.2,29.6,0,0,0,0,81.8,18.2,0,0,0,0,,,,,,,162.78,500529.85,3074.81,0.57,0.72,0,2.29,2.29,0.07,0.19,0.89,0.83,0.82,0.05,0.93,0.01,0.07,0.33,0.19,0.01,0.12,#N/A,1.222799287
13674,2013,13674-2013,Stichting Openbaar Onderwijs Groep,5461,0,2969,3,3177.2,1.1,0,0,0,0,0,0,0,0,,175.9,13.8,150.2,0,12,0,19.8,,118.9,31.3,0,0,0,0,79.2,20.8,0,0,0,0,,,,,,,150.18,469880.69,3128.79,0.55,0.71,0.01,2.27,2.27,0.08,0.19,0.88,0.83,0.83,0.06,0.94,0.01,0.06,0.34,0.18,0.02,0.13,#N/A,1.497712542
13674,2014,13674-2014,Stichting Openbaar Onderwijs Groep,5461,0,2799,3,2997.9,1.1,0,0,0,0,0,0,0,0,,166.9,12.6,142.6,0,8.1,3.6,19.6,,114.1,28.5,0,0,0,0,80,20,0,0,0,0,58,40,2,0,0,0,142.62,455391.61,3193.04,0.57,0.73,0,2.44,2.44,0.09,0.2,0.89,0.83,0.83,0.06,0.94,0.01,0.07,0.35,0.19,0.01,0.14,#N/A,1.807919088
13674,2015,13674-2015,Stichting Openbaar Onderwijs Groep,5461,0,2704,3,2891.8,1.1,0,0,0,0,0,0,0,0,,166.2,13.1,141.3,0,11.8,0,19.1,,116.3,25,0,0,0,0,82.3,17.7,0,0,0,0,,,,,,,141.32,449025.7,3177.33,0.75,0.78,0.02,2.5,2.5,0.13,0.29,0.87,0.81,0.82,0.01,0.93,0.03,0.07,0.33,0.29,0.02,0.13,#N/A,1.937155499
13674,2016,13674-2016,Stichting Openbaar Onderwijs Groep,5461,0,2630,3,2825,1.1,0,0,0,0,0,0,0,0,,156.6,13.8,130.9,0,11.9,0,20.1,,103.6,27.3,0,0,0,0,79.1,20.9,0,0,0,0,,,,,,,130.89,431315.56,3295.16,0.7,0.73,0,2.04,2.04,0.11,0.3,0.86,0.82,0.83,0.01,0.96,0.01,0.07,0.36,0.3,0.02,0.12,#N/A,2.035003218
13682,2012,13682-2012,Openbaar Primair Onderwijs Oegstgeest,2341,0,1252,2,1276,1,0,0,0,0,0,0,0,0,,77.2,6.9,64.3,0,6.1,0,19.5,,52.6,11.7,0,0,0,0,81.8,18.2,0,0,0,0,,,,,,,64.26,198484.19,3088.67,0.52,0.61,0,1.76,1.76,0.06,0.14,0.87,0.83,0.82,0.02,0.95,0.02,0.08,0.27,0.13,0.02,0.08,4,0.496655481
13682,2013,13682-2013,Openbaar Primair Onderwijs Oegstgeest,2341,0,1245,2,1263,1,0,0,0,0,0,0,0,0,,74.3,6.9,61,0,6.4,0,20.4,,48.9,12,0,0,0,0,80.3,19.7,0,0,0,0,,,,,,,60.98,189541.96,3108.14,0.6,0.66,0.05,2.09,2.09,0.1,0.18,0.83,0.78,0.81,0.02,0.93,0.02,0.07,0.3,0.12,0.02,0.11,4,0.355902608
13682,2014,13682-2014,Openbaar Primair Onderwijs Oegstgeest,2341,0,1251,2,1272,1,0,0,0,0,0,0,0,0,,75.1,7,60.6,0,7.5,0,20.6,,43.4,17.2,0,0,0,0,71.6,28.4,0,0,0,0,58,40,2,0,0,0,60.59,192325.7,3174.23,0.57,0.64,-0.01,1.86,1.86,0.08,0.18,0.88,0.83,0.82,0.02,0.95,0.02,0.07,0.32,0.13,0.03,0.1,4,1.651262144
13682,2015,13682-2015,Openbaar Primair Onderwijs Oegstgeest,2341,0,1274,2,1299.5,1,0,0,0,0,0,0,0,0,,75.8,7,61,0.4,7.4,0,20.9,,42.9,18,0,0,0,0,70.4,29.6,0,0,0,0,,,,,,,60.96,193974.5,3182.01,0.5,0.67,-0.01,1.99,1.99,0.05,0.16,0.84,0.81,0.8,0.06,0.96,0.01,0.09,0.32,0.11,0.04,0.1,4,1.508586535
13682,2016,13682-2016,Openbaar Primair Onderwijs Oegstgeest,2341,0,1313,2,1341.8,1,0,0,0,0,0,0,0,0,,74,3.6,62.5,0,7.9,0,21,,39.8,22.6,0,0,0,0,63.8,36.2,0,0,0,0,,,,,,,62.46,205612.25,3291.88,0.41,0.67,-0.03,2,2,0.02,0.13,0.86,0.84,0.82,0.08,0.98,0.02,0.08,0.31,0.13,0.02,0.1,4,1.875055555
13683,2012,13683-2012,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1857,2,1937.4,1,0,0,0,0,0,0,0,0,,134.5,9.8,120.5,0,4.3,0,15.4,,108.8,11.6,0,0,0,0,90.3,9.7,0,0,0,0,,,,,,,120.47,376239.07,3123.03,0.65,0.68,-0.17,1.61,1.61,0.37,0.52,0.87,0.81,0.68,0.03,0.93,0.04,0.19,0.77,0.49,0.07,0.16,16,13.02083737
13683,2013,13683-2013,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1803,2,1872.3,1,0,0,0,0,0,0,0,0,,129.7,8.8,116.3,0,4.7,0,15.5,,102.5,13.8,0,0,0,0,88.2,11.8,0,0,0,0,,,,,,,116.28,367709.37,3162.28,0.74,0.79,-0.02,1.65,1.65,0.35,0.48,0.86,0.8,0.78,0.03,0.93,0.02,0.07,0.62,0.46,0.02,0.09,16,8.464962388
13683,2014,13683-2014,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1701,2,1773.3,1,0,0,0,0,0,0,0,0,,120.9,6.2,110.8,0,3.8,0,15.4,,93.2,17.6,0,0,0,0,84.1,15.9,0,0,0,0,58,40,2,0,0,0,110.78,358540.97,3236.59,0.71,0.77,-0.08,1.11,1.11,0.29,0.44,0.89,0.85,0.78,0.03,0.95,0.01,0.07,0.58,0.39,0.02,0.02,16,8.235432772
13683,2015,13683-2015,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1618,2,1693.3,1,0,0,0,0,0,0,0,0,,113.1,6.1,103.2,0,3.8,0,15.7,,83.8,19.3,0,0,0,0,81.3,18.7,0,0,0,0,,,,,,,103.16,341277.19,3308.13,0.68,0.76,-0.02,1.02,1.02,0.22,0.36,0.86,0.81,0.8,0.04,0.95,0.02,0.07,0.5,0.32,0.01,0,16,9.18072229
13683,2016,13683-2016,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1540,2,1596.4,1,0,0,0,0,0,0,0,0,,105.4,14.2,86.4,0,4.8,0,17.8,,74.7,11.7,0,0,0,0,86.5,13.5,0,0,0,0,,,,,,,86.37,295682.96,3423.39,0.65,0.76,-0.01,1.4,1.4,0.22,0.34,0.84,0.81,0.8,0.06,0.96,0.01,0.06,0.49,0.32,0.01,0.05,16,10.42323832
13878,2012,13878-2012,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,111,1,111,1,0,0,0,0,0,0,0,0,,10.9,0.7,9.1,0,1.2,0,12.2,,6,3.1,0,0,0,0,66.3,33.7,0,0,0,0,,,,,,,5.45,16318.22,2995.6,-0.35,0.28,-0.06,-0.07,-0.07,-0.18,-0.05,0.74,0.74,0.7,0.08,1,0,0.03,0.12,-0.05,0,-0.1,2,0.424264069
13878,2013,13878-2013,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,111,1,111,1,0,0,0,0,0,0,0,0,,10.7,0.7,9.1,0,0.9,0,12.2,,6,3.1,0,0,0,0,66.4,33.6,0,0,0,0,,,,,,,9.09,28374.09,3122.63,-0.19,0.38,0.02,0.25,0.25,-0.17,-0.03,0.83,0.8,0.82,0.09,0.97,0,0.05,0.15,-0.03,0,-0.07,2,0.353553391
13878,2014,13878-2014,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,111,1,111,1,0,0,0,0,0,0,0,0,,10.3,0.7,8.5,0,1.1,0,13.1,,5.5,3,0,0,0,0,65,35,0,0,0,0,58,40,2,0,0,0,8.48,27440.18,3235.11,-0.07,0.53,0.02,0.13,0.13,-0.18,-0.01,0.81,0.81,0.82,0.11,1,0,0.05,0.17,-0.01,0,-0.07,2,0.494974747
13878,2015,13878-2015,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,110,1,110,1,0,0,0,0,0,0,0,0,,9.8,0,8.8,0,1.1,0,12.6,,6.1,2.7,0,0,0,0,69.5,30.5,0,0,0,0,,,,,,,8.76,28472.73,3251.31,0.16,0.65,0.05,1.28,1.28,-0.09,0.04,0.76,0.76,0.8,0.12,1,0,0.03,0.23,0.04,0,0.02,2,0.494974747
13878,2016,13878-2016,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,103,1,103,1,0,0,0,0,0,0,0,0,,9.6,0,8.4,0,1.3,0,12.3,,5.2,3.2,0,0,0,0,61.6,38.4,0,0,0,0,,,,,,,8.37,28563.27,3411.23,0.39,0.76,0.1,3.02,3.02,0.04,0.14,0.7,0.7,0.78,0.14,1,0,0.03,0.35,0.14,0,0.17,2,0.707106781
20183,2012,20183-2012,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,248,1,260,1,0,0,0,0,0,0,0,0,,16.8,1.1,12.6,0,3.1,0,19.6,,7.9,4.8,0,0,0,0,62.2,37.8,0,0,0,0,,,,,,,12.63,37898.08,3001.02,0.8,0.9,0.01,5.84,5.84,0.32,0.6,0.86,0.81,0.82,0.07,0.94,0,0.04,0.57,0.52,0.02,0.37,2,0.777817459
20183,2013,20183-2013,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,235,1,246.7,1,0,0,0,0,0,0,0,0,,17.3,1.1,12.4,0,3.7,0,18.9,,7.7,4.8,0,0,0,0,61.7,38.3,0,0,0,0,,,,,,,12.45,38014.92,3053.63,0.82,0.92,0.09,7.92,7.92,0.41,0.66,0.78,0.73,0.8,0.08,0.94,0,0.05,0.65,0.59,0.02,0.46,2,0.777817459
20183,2014,20183-2014,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,221,1,233,1.1,0,0,0,0,0,0,0,0,,16.9,1,12.4,0,3.5,0,17.8,,7.7,4.7,0,0,0,0,62.4,37.6,0,0,0,0,58,40,2,0,0,0,12.39,38515.94,3107.98,0.82,0.92,0.06,9.09,9.09,0.51,0.74,0.8,0.74,0.78,0.09,0.92,0,0.06,0.74,0.67,0.01,0.56,2,0.707106781
20183,2015,20183-2015,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,213,1,223.2,1,0,0,0,0,0,0,0,0,,17.2,1.9,11.2,0,4.1,0,18.9,,7.9,3.3,0,0,0,0,70.2,29.8,0,0,0,0,,,,,,,11.25,35251.88,3133.83,0.78,0.9,0.02,7.32,7.32,0.5,0.75,0.81,0.76,0.78,0.12,0.94,0,0.09,0.81,0.68,0.03,0.58,2,0.636396103
20183,2016,20183-2016,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,206,1,212.6,1,0,0,0,0,0,0,0,0,,16.9,1.9,10.7,0.7,3.6,0,19.2,,6.6,4.2,0,0,0,0,61.2,38.8,0,0,0,0,,,,,,,10.72,35245.22,3286.7,0.76,0.91,-0.04,7.98,7.98,0.45,0.73,0.84,0.8,0.76,0.14,0.95,0,0.09,0.81,0.66,0.03,0.57,2,1.48492424
20243,2012,20243-2012,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,431,1,443.9,1,0,0,0,0,0,0,0,0,,23.6,2,19,0,2.6,0,22.7,,15.1,3.9,0,0,0,0,79.4,20.6,0,0,0,0,,,,,,,18.63,58666.95,3148.45,0.75,0.85,0.05,4.19,4.19,0.21,0.4,0.78,0.74,0.78,0.05,0.95,0,0.09,0.47,0.14,0.01,0.25,2,0.353553391
20243,2013,20243-2013,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,428,1,437.6,1,0,0,0,0,0,0,0,0,,23.8,2,19.4,0,2.5,0,22.1,,15,4.3,0,0,0,0,77.6,22.4,0,0,0,0,,,,,,,19.36,61609.53,3182.66,0.78,0.87,0.08,4.83,4.83,0.26,0.47,0.76,0.72,0.78,0.06,0.94,0,0.07,0.6,0.22,0.04,0.3,2,0.636396103
20243,2014,20243-2014,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,424,1,437.8,1,0,0,0,0,0,0,0,0,,25.1,2,20.4,0,2.7,0,20.8,,16,4.4,0,0,0,0,78.3,21.7,0,0,0,0,58,40,2,0,0,0,20.4,65188.49,3195.67,0.79,0.89,0.04,5.86,5.86,0.33,0.52,0.81,0.75,0.78,0.06,0.92,0,0.07,0.65,0.3,0.01,0.37,2,0.494974747
20243,2015,20243-2015,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,441,1,452.7,1,0,0,0,0,0,0,0,0,,25,2,20.2,0,2.8,0,21.8,,15.6,4.6,0,0,0,0,77.1,22.9,0,0,0,0,,,,,,,20.2,65340.5,3234.9,0.75,0.86,0.02,4.88,4.88,0.31,0.52,0.81,0.79,0.8,0.08,0.97,0,0.07,0.7,0.36,0.04,0.38,2,0.353553391
20243,2016,20243-2016,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,447,1,457.8,1,0,0,0,0,0,0,0,0,,27.3,2,22.8,0,2.5,0,19.6,,18.4,4.4,0,0,0,0,80.6,19.4,0,0,0,0,,,,,,,22.8,74965.53,3287.73,0.76,0.88,0.04,6.13,6.13,0.34,0.53,0.79,0.76,0.79,0.09,0.96,0,0.06,0.7,0.38,0.01,0.42,2,0.494974747
20281,2012,20281-2012,Stichting Lucas Onderwijs,2592,0,15987,3,18699.6,1.2,0,0,0,0,0,0,0,0,,1189.4,90.9,907.7,0,190.9,0,17.6,,707.9,196.4,3.4,0,0,0,78,21.6,0.4,0,0,0,,,,,,,907.69,2741774.83,3020.62,0.38,0.57,0,0.41,0.41,-0.05,0.13,0.88,0.8,0.8,0.07,0.91,0.03,0.07,0.26,0.04,0.01,-0.08,45,13.5396887
